ITEM,AGENCIA,ALMACEN,GRUPO,CLASE,FAMILIA,PRODUCTO,VARIACION,MEDIDA,MODELO,MARCA,TIPO,CANTIDAD TOTAL,CANTIDAD,UNIDAD,TIPO,SERIE/LOTE,SERIE/LOTE ADICIONAL,COSTO S/,VALOR S/,FECHA INGRESO,DIAS ALMACEN
1409,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA   NTB520D CRAFTOP,,,NTB520D,CRAFTOP,PRODUCTO,3,1,U. MIN,GENERAL,#28 210518386B,,412.805055,412.805055,15-05-2023,364
1410,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA DE MOCHILA  NTBG520D CRAFTOP,DE MOCHILA,,NTBG520D,CRAFTOP,PRODUCTO,5,1,U. MIN,,B220101055,,449.399592,449.399592,15-05-2023,364
1411,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA DE MOCHILA  NTBG520D CRAFTOP,DE MOCHILA,,NTBG520D,CRAFTOP,PRODUCTO,5,1,U. MIN,GENERAL,#25 201025632,,449.399592,449.399592,15-05-2023,364
1412,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA DE MOCHILA  NTBG520D CRAFTOP,DE MOCHILA,,NTBG520D,CRAFTOP,PRODUCTO,5,1,U. MIN,,B220101096,,449.399592,449.399592,15-05-2023,364
1413,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA DE MOCHILA  NTBG520D CRAFTOP,DE MOCHILA,,NTBG520D,CRAFTOP,PRODUCTO,5,1,U. MIN,,B220101068,,449.399592,449.399592,15-05-2023,364
1414,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,DESBROZADORA,DESBROZADORA DE MOCHILA  NTBG520D CRAFTOP,DE MOCHILA,,NTBG520D,CRAFTOP,PRODUCTO,5,1,U. MIN,,B220101057,,449.399592,449.399592,15-05-2023,364
1415,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,ELECTROBOMBA,ELECTROBOMBA 220V  EWP60 CRAFTOP,220V,,EWP60,CRAFTOP,PRODUCTO,4,1,U. MIN,,112021100103,,87.254,87.254,17-07-2023,301
1416,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,ELECTROBOMBA,ELECTROBOMBA 220V  EWP60 CRAFTOP,220V,,EWP60,CRAFTOP,PRODUCTO,4,1,U. MIN,,112021100126,,87.254,87.254,17-07-2023,301
1417,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,ELECTROBOMBA,ELECTROBOMBA 220V  EWP60 CRAFTOP,220V,,EWP60,CRAFTOP,PRODUCTO,4,1,U. MIN,,112021100179,,87.254,87.254,15-05-2023,364
1418,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,ELECTROBOMBA,ELECTROBOMBA 220V  EWP60 CRAFTOP,220V,,EWP60,CRAFTOP,PRODUCTO,4,1,U. MIN,,112021100180,,87.254,87.254,15-05-2023,364
1419,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,ELECTROBOMBA,ELECTROBOMBA 220V  EWP80 CRAFTOP,220V,,EWP80,CRAFTOP,PRODUCTO,5,1,U. MIN,,112021100475,,125.553509,125.553509,27-11-2023,168
1420,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,ELECTROBOMBA,ELECTROBOMBA 220V  EWP80 CRAFTOP,220V,,EWP80,CRAFTOP,PRODUCTO,5,1,U. MIN,,112021100604,,125.553509,125.553509,27-11-2023,168
1421,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,ELECTROBOMBA,ELECTROBOMBA 220V  EWP80 CRAFTOP,220V,,EWP80,CRAFTOP,PRODUCTO,5,1,U. MIN,,112021100476,,125.553509,125.553509,27-11-2023,168
1422,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,ELECTROBOMBA,ELECTROBOMBA 220V  EWP80 CRAFTOP,220V,,EWP80,CRAFTOP,PRODUCTO,5,1,U. MIN,,112021100560,,125.553509,125.553509,27-11-2023,168
1423,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,ELECTROBOMBA,ELECTROBOMBA 220V  EWP80 CRAFTOP,220V,,EWP80,CRAFTOP,PRODUCTO,5,1,U. MIN,,112021100603,,125.553509,125.553509,27-11-2023,168
1424,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,FUMIGADORA,FUMIGADORA MANUAL  HS20L CRAFTOP,MANUAL,,HS20L,CRAFTOP,PRODUCTO,7,1,U. MIN,GENERAL,#12 082020090820,,106.049221,106.049221,17-07-2023,301
1425,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,FUMIGADORA,FUMIGADORA MANUAL  HS20L CRAFTOP,MANUAL,,HS20L,CRAFTOP,PRODUCTO,7,1,U. MIN,GENERAL,#177 082020091327,,106.049221,106.049221,17-07-2023,301
1426,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,FUMIGADORA,FUMIGADORA MANUAL  HS20L CRAFTOP,MANUAL,,HS20L,CRAFTOP,PRODUCTO,7,1,U. MIN,GENERAL,#18 082020091077,,106.049221,106.049221,15-12-2023,150
1427,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,FUMIGADORA,FUMIGADORA MANUAL  HS20L CRAFTOP,MANUAL,,HS20L,CRAFTOP,PRODUCTO,7,1,U. MIN,GENERAL,#203 082020091475,,106.049221,106.049221,17-07-2023,301
1428,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,FUMIGADORA,FUMIGADORA MANUAL  HS20L CRAFTOP,MANUAL,,HS20L,CRAFTOP,PRODUCTO,7,1,U. MIN,GENERAL,#205 082020091436,,106.049221,106.049221,17-07-2023,301
1429,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,FUMIGADORA,FUMIGADORA MANUAL  HS20L CRAFTOP,MANUAL,,HS20L,CRAFTOP,PRODUCTO,7,1,U. MIN,GENERAL,#99 082020090960,,106.049221,106.049221,17-07-2023,301
1430,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,FUMIGADORA,FUMIGADORA MANUAL  HS20L CRAFTOP,MANUAL,,HS20L,CRAFTOP,PRODUCTO,7,1,U. MIN,GENERAL,#50 082020090472,,106.049221,106.049221,17-07-2023,301
1431,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,GENERADOR,GENERADOR A GASOLINA  GGR2500FA CRAFTOP,A GASOLINA,,GGR2500FA,CRAFTOP,PRODUCTO,2,1,U. MIN,,122021100038,,802.001537,802.001537,15-12-2023,150
1432,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,GENERADOR,GENERADOR A GASOLINA  GGR2500FA CRAFTOP,A GASOLINA,,GGR2500FA,CRAFTOP,PRODUCTO,2,1,U. MIN,,122021100060,,802.001537,802.001537,15-05-2023,364
1433,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,GENERADOR,GENERADOR A GASOLINA  GGR5500FA CRAFTOP,A GASOLINA,,GGR5500FA,CRAFTOP,PRODUCTO,2,1,U. MIN,GENERAL,#3 122021010246,,1795.706084,1795.706084,15-05-2023,364
1434,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,GENERADOR,GENERADOR A GASOLINA  GGR5500FA CRAFTOP,A GASOLINA,,GGR5500FA,CRAFTOP,PRODUCTO,2,1,U. MIN,,122021100639,,1795.706084,1795.706084,15-05-2023,364
1435,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,7,1,U. MIN,,072021080181,,245.022832,245.022832,15-05-2023,364
1436,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,7,1,U. MIN,,072021080160,,245.022832,245.022832,02-12-2023,163
1437,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,7,1,U. MIN,,072021080107,,245.022832,245.022832,15-05-2023,364
1438,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,7,1,U. MIN,,072021080110,,245.022832,245.022832,02-12-2023,163
1439,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,7,1,U. MIN,,072021080131,,245.022832,245.022832,15-05-2023,364
1440,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,7,1,U. MIN,,072021080146,,245.022832,245.022832,15-05-2023,364
1441,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,7,1,U. MIN,,072021080159,,245.022832,245.022832,02-12-2023,163
1442,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,4,1,U. MIN,,072021080488,,363.598507,363.598507,15-05-2023,364
1443,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,4,1,U. MIN,,072021080474,,363.598507,363.598507,15-05-2023,364
1444,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,4,1,U. MIN,,072021080493,,363.598507,363.598507,15-05-2023,364
1445,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,4,1,U. MIN,,072021080465,,363.598507,363.598507,15-05-2023,364
1446,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW8939TR CRAFTOP,ELECTRICA 220V,,EHW8939TR,CRAFTOP,PRODUCTO,7,1,U. MIN,,072021080721,,505.034323,505.034323,15-05-2023,364
1447,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW8939TR CRAFTOP,ELECTRICA 220V,,EHW8939TR,CRAFTOP,PRODUCTO,7,1,U. MIN,,072021080839,,505.034323,505.034323,02-12-2023,163
1448,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW8939TR CRAFTOP,ELECTRICA 220V,,EHW8939TR,CRAFTOP,PRODUCTO,7,1,U. MIN,,072021080792,,505.034323,505.034323,15-05-2023,364
1449,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW8939TR CRAFTOP,ELECTRICA 220V,,EHW8939TR,CRAFTOP,PRODUCTO,7,1,U. MIN,,072021080761,,505.034323,505.034323,15-05-2023,364
1450,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW8939TR CRAFTOP,ELECTRICA 220V,,EHW8939TR,CRAFTOP,PRODUCTO,7,1,U. MIN,,072021080854,,505.034323,505.034323,02-12-2023,163
1451,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW8939TR CRAFTOP,ELECTRICA 220V,,EHW8939TR,CRAFTOP,PRODUCTO,7,1,U. MIN,,072021080747,,505.034323,505.034323,02-12-2023,163
1452,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW8939TR CRAFTOP,ELECTRICA 220V,,EHW8939TR,CRAFTOP,PRODUCTO,7,1,U. MIN,,072021080841,,505.034323,505.034323,02-12-2023,163
1453,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP20 CRAFTOP,A GASOLINA,,GWP20,CRAFTOP,PRODUCTO,2,1,U. MIN,GENERAL,#1 112020110190,,581.334829,581.334829,22-02-2024,81
1454,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP20 CRAFTOP,A GASOLINA,,GWP20,CRAFTOP,PRODUCTO,2,1,U. MIN,GENERAL,#8 112020110101,,581.334829,581.334829,22-02-2024,81
1455,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP30 CRAFTOP,A GASOLINA,,GWP30,CRAFTOP,PRODUCTO,9,1,U. MIN,GENERAL,#25 112020110229,,501.310258,501.310258,15-05-2023,364
1456,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP30 CRAFTOP,A GASOLINA,,GWP30,CRAFTOP,PRODUCTO,9,1,U. MIN,GENERAL,#9 112019050208,,501.310258,501.310258,15-05-2023,364
1457,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP30 CRAFTOP,A GASOLINA,,GWP30,CRAFTOP,PRODUCTO,9,1,U. MIN,GENERAL,#20 112019060306,,501.310258,501.310258,15-05-2023,364
1458,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP30 CRAFTOP,A GASOLINA,,GWP30,CRAFTOP,PRODUCTO,9,1,U. MIN,GENERAL,#7 112019060430,,501.310258,501.310258,15-05-2023,364
1459,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP30 CRAFTOP,A GASOLINA,,GWP30,CRAFTOP,PRODUCTO,9,1,U. MIN,GENERAL,#24 112020110300,,501.310258,501.310258,15-05-2023,364
1460,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP30 CRAFTOP,A GASOLINA,,GWP30,CRAFTOP,PRODUCTO,9,1,U. MIN,GENERAL,#11 112019060416,,501.310258,501.310258,15-05-2023,364
1461,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP30 CRAFTOP,A GASOLINA,,GWP30,CRAFTOP,PRODUCTO,9,1,U. MIN,GENERAL,#13 112020110360,,501.310258,501.310258,15-12-2023,150
1462,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP30 CRAFTOP,A GASOLINA,,GWP30,CRAFTOP,PRODUCTO,9,1,U. MIN,GENERAL,#27 112019060390,,501.310258,501.310258,15-05-2023,364
1463,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP30 CRAFTOP,A GASOLINA,,GWP30,CRAFTOP,PRODUCTO,9,1,U. MIN,GENERAL,#16 112020110341,,501.310258,501.310258,15-05-2023,364
1464,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOR,MOTOR A GASOLINA  GE200 CRAFTOP,A GASOLINA,,GE200,CRAFTOP,PRODUCTO,9,1,U. MIN,GENERAL,#49 102021030017,,352.538572,352.538572,15-05-2023,364
1465,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOR,MOTOR A GASOLINA  GE200 CRAFTOP,A GASOLINA,,GE200,CRAFTOP,PRODUCTO,9,1,U. MIN,GENERAL,#55 102021030003,,352.538572,352.538572,15-05-2023,364
1466,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOR,MOTOR A GASOLINA  GE200 CRAFTOP,A GASOLINA,,GE200,CRAFTOP,PRODUCTO,9,1,U. MIN,GENERAL,#42 102021030170,,352.538572,352.538572,15-05-2023,364
1467,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOR,MOTOR A GASOLINA  GE200 CRAFTOP,A GASOLINA,,GE200,CRAFTOP,PRODUCTO,9,1,U. MIN,GENERAL,#74 102021030111,,352.538572,352.538572,15-05-2023,364
1468,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOR,MOTOR A GASOLINA  GE200 CRAFTOP,A GASOLINA,,GE200,CRAFTOP,PRODUCTO,9,1,U. MIN,GENERAL,#36 102021030273,,352.538572,352.538572,15-05-2023,364
1469,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOR,MOTOR A GASOLINA  GE200 CRAFTOP,A GASOLINA,,GE200,CRAFTOP,PRODUCTO,9,1,U. MIN,GENERAL,#9 102021030254,,352.538572,352.538572,15-05-2023,364
1470,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOR,MOTOR A GASOLINA  GE200 CRAFTOP,A GASOLINA,,GE200,CRAFTOP,PRODUCTO,9,1,U. MIN,GENERAL,#37 102021030101,,352.538572,352.538572,15-12-2023,150
1471,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOR,MOTOR A GASOLINA  GE200 CRAFTOP,A GASOLINA,,GE200,CRAFTOP,PRODUCTO,9,1,U. MIN,GENERAL,#58 102020010338,,352.538572,352.538572,15-05-2023,364
1472,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOR,MOTOR A GASOLINA  GE200 CRAFTOP,A GASOLINA,,GE200,CRAFTOP,PRODUCTO,9,1,U. MIN,GENERAL,#66 102021030100,,352.538572,352.538572,15-05-2023,364
1473,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOR,MOTOR A GASOLINA / MANUAL  GE270 CRAFTOP,A GASOLINA / MANUAL,,GE270,CRAFTOP,PRODUCTO,1,1,U. MIN,,102022040029,,692.965,692.965,15-05-2023,364
1474,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  18"" NT4560 CRAFTOP",,"18""",NT4560,CRAFTOP,PRODUCTO,1,1,U. MIN,,210539365,,335.427603,335.427603,15-05-2023,364
1475,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  20"" NT5260 CRAFTOP",,"20""",NT5260,CRAFTOP,PRODUCTO,1,1,U. MIN,GENERAL,#51 210529409,,428.799653,428.799653,15-05-2023,364
1476,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  22"" NT5860 CRAFTOP",,"22""",NT5860,CRAFTOP,PRODUCTO,13,1,U. MIN,GENERAL,#260 210530433,,371.616533,371.616533,15-05-2023,364
1477,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  22"" NT5860 CRAFTOP",,"22""",NT5860,CRAFTOP,PRODUCTO,13,1,U. MIN,GENERAL,#107 210529655,,371.616533,371.616533,15-05-2023,364
1478,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  22"" NT5860 CRAFTOP",,"22""",NT5860,CRAFTOP,PRODUCTO,13,1,U. MIN,GENERAL,#64 210529901,,371.616533,371.616533,15-05-2023,364
1479,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  22"" NT5860 CRAFTOP",,"22""",NT5860,CRAFTOP,PRODUCTO,13,1,U. MIN,GENERAL,#11 210425381,,371.616533,371.616533,15-05-2023,364
1480,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  22"" NT5860 CRAFTOP",,"22""",NT5860,CRAFTOP,PRODUCTO,13,1,U. MIN,GENERAL,#270 210529672,,371.616533,371.616533,15-05-2023,364
1481,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  22"" NT5860 CRAFTOP",,"22""",NT5860,CRAFTOP,PRODUCTO,13,1,U. MIN,GENERAL,#32 210530513,,371.616533,371.616533,15-05-2023,364
1482,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  22"" NT5860 CRAFTOP",,"22""",NT5860,CRAFTOP,PRODUCTO,13,1,U. MIN,GENERAL,#33 210529876,,371.616533,371.616533,15-05-2023,364
1483,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  22"" NT5860 CRAFTOP",,"22""",NT5860,CRAFTOP,PRODUCTO,13,1,U. MIN,GENERAL,#34 210529941,,371.616533,371.616533,15-05-2023,364
1484,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  22"" NT5860 CRAFTOP",,"22""",NT5860,CRAFTOP,PRODUCTO,13,1,U. MIN,GENERAL,#46 210530036,,371.616533,371.616533,15-05-2023,364
1485,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  22"" NT5860 CRAFTOP",,"22""",NT5860,CRAFTOP,PRODUCTO,13,1,U. MIN,GENERAL,#91 210529697,,371.616533,371.616533,15-05-2023,364
1486,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  22"" NT5860 CRAFTOP",,"22""",NT5860,CRAFTOP,PRODUCTO,13,1,U. MIN,GENERAL,#55 210530625,,371.616533,371.616533,15-05-2023,364
1487,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  22"" NT5860 CRAFTOP",,"22""",NT5860,CRAFTOP,PRODUCTO,13,1,U. MIN,GENERAL,#78 210530243,,371.616533,371.616533,15-05-2023,364
1488,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  22"" NT5860 CRAFTOP",,"22""",NT5860,CRAFTOP,PRODUCTO,13,1,U. MIN,GENERAL,#118 210530261,,371.616533,371.616533,15-05-2023,364
1489,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  24"" NT6020 CRAFTOP",,"24""",NT6020,CRAFTOP,PRODUCTO,2,1,U. MIN,GENERAL,#41 210322109,,523.011059,523.011059,15-05-2023,364
1490,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  24"" NT6020 CRAFTOP",,"24""",NT6020,CRAFTOP,PRODUCTO,2,1,U. MIN,GENERAL,#58 210322141,,523.011059,523.011059,26-05-2023,353
1491,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  36"" NT9260 CRAFTOP",,"36""",NT9260,CRAFTOP,PRODUCTO,2,1,U. MIN,,220524087,,839.465833,839.465833,20-11-2023,175
1492,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  36"" NT9260 CRAFTOP",,"36""",NT9260,CRAFTOP,PRODUCTO,2,1,U. MIN,,220524044,,839.465833,839.465833,20-11-2023,175
1493,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA 24""  NT5860 CRAFTOP","24""",,NT5860,CRAFTOP,PRODUCTO,2,1,U. MIN,,#74 210530552(R),,900,900,25-09-2023,231
1494,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA 24""  NT5860 CRAFTOP","24""",,NT5860,CRAFTOP,PRODUCTO,2,1,U. MIN,,#130 210530282(R),,900,900,25-09-2023,231
1495,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA 28""  NT6260 CRAFTOP","28""",,NT6260,CRAFTOP,PRODUCTO,2,1,U. MIN,,#21 210538889(R),,870.086934,870.086934,20-04-2024,23
1496,CRAFTOP TOCACHE 686,CRAFTOP TOCACHE 686,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA 28""  NT6260 CRAFTOP","28""",,NT6260,CRAFTOP,PRODUCTO,2,1,U. MIN,,#4 210313614(R),,870.086934,870.086934,20-04-2024,23
